gwcode,year,elected,age,male,militarycareer,tenure_months,government,anticipation,ref_ant,leg_ant,exec_ant,irreg_lead_ant,election_now,election_recent,leg_recent,exec_recent,lead_recent,ref_recent,direct_recent,indirect_recent,victory_recent,defeat_recent,change_recent,nochange_recent,delayed,lastelection,loss,irregular,prev_conflict
230,1959,1,67,1,1,249,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.003946304321289,5.521461009979248,5.003946304321289,0
230,1960,1,68,1,1,261,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.081404209136963,5.568344593048096,5.081404209136963,0
230,1961,1,69,1,1,273,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.153291702270508,5.613128185272217,5.153291702270508,0
230,1962,1,70,1,1,285,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.220355987548828,5.655992031097412,5.220355987548828,0
230,1963,1,71,1,1,297,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.283203601837158,5.697093486785889,5.283203601837158,0
230,1964,1,72,1,1,309,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.342334270477295,5.736572265625,5.342334270477295,0
230,1965,1,73,1,1,321,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.398162841796875,5.7745513916015625,5.398162841796875,0
230,1966,1,74,1,1,333,Personal Dictatorship,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,1967,1,75,1,1,345,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5649492740631104,2.5649492740631104,2.5649492740631104,0
230,1968,1,76,1,1,357,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2188758850097656,3.2188758850097656,3.2188758850097656,0
230,1969,1,77,1,1,369,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.610917806625366,3.610917806625366,3.610917806625366,0
230,1970,1,78,1,1,381,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.891820192337036,3.891820192337036,3.891820192337036,0
230,1971,1,79,1,1,393,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.110873699188232,4.110873699188232,4.110873699188232,0
230,1972,1,80,1,1,405,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.290459632873535,4.290459632873535,4.290459632873535,0
230,1973,1,81,1,1,417,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.442651271820068,4.442651271820068,4.442651271820068,0
230,1974,1,82,1,1,429,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.574710845947266,4.574710845947266,4.574710845947266,0
230,1975,0,67,1,0,2,Provisional - Civilian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.691348075866699,4.691348075866699,4.691348075866699,0
230,1976,0,44,1,0,6,Parliamentary Democracy,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,1977,1,45,1,0,18,Parliamentary Democracy,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1.945910096168518,2.5649492740631104,1.945910096168518,0
230,1978,1,46,1,0,30,Parliamentary Democracy,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230,1979,1,47,1,0,42,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3025851249694824,2.5649492740631104,2.3025851249694824,1
230,1980,1,48,1,0,54,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0910425186157227,3.2188758850097656,3.0910425186157227,1
230,1981,0,55,1,0,11,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.526360511779785,3.610917806625366,3.526360511779785,1
230,1982,1,40,1,0,1,Parliamentary Democracy,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1.0986123085021973,1.0986123085021973,3.828641414642334,1
230,1983,1,41,1,0,13,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70805025100708,2.70805025100708,4.060442924499512,0
230,1984,1,42,1,0,25,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.295836925506592,3.295836925506592,4.248495101928711,0
230,1985,1,43,1,0,37,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6635615825653076,3.6635615825653076,4.406719207763672,0
230,1986,1,44,1,0,49,Parliamentary Democracy,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1.945910096168518,3.931825637817383,4.543294906616211,1
230,1987,1,45,1,0,61,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.944438934326172,4.143134593963623,4.6634392738342285,1
230,1988,1,46,1,0,73,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4339871406555176,4.317488193511963,4.770684719085693,0
230,1989,1,47,1,0,85,Parliamentary Democracy,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1.0986123085021973,4.465908050537109,4.867534637451172,0
230,1990,1,48,1,0,97,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70805025100708,4.595119953155518,4.955827236175537,0
230,1991,1,49,1,0,109,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.295836925506592,4.709530353546143,5.036952495574951,1
230,1992,1,50,1,0,121,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6635615825653076,4.8121843338012695,5.111987590789795,1
230,1993,1,51,1,0,133,Parliamentary Democracy,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1.945910096168518,4.905274868011475,5.181783676147461,0
230,1994,1,52,1,0,145,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.944438934326172,4.9904327392578125,5.247024059295654,0
230,1995,1,53,1,0,157,Parliamentary Democracy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4339871406555176,5.068904399871826,5.308267593383789,0
230,1996,1,43,1,0,8,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3025851249694824,2.3025851249694824,5.365975856781006,0
230,1997,1,44,1,0,20,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0910425186157227,3.0910425186157227,5.420535087585449,0
230,1998,1,45,1,0,32,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.526360511779785,3.526360511779785,5.472270488739014,0
230,1999,1,46,1,0,44,Parliamentary Democracy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.828641414642334,3.828641414642334,5.521461009979248,0
230,2000,1,47,1,0,56,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3025851249694824,4.060442924499512,5.568344593048096,0
230,2001,1,48,1,0,68,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0910425186157227,4.248495101928711,5.613128185272217,0
230,2002,1,49,1,0,80,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.526360511779785,4.406719207763672,5.655992031097412,0
230,2003,1,50,1,0,92,Parliamentary Democracy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.828641414642334,4.543294906616211,5.697093486785889,0
230,2004,1,44,1,0,9,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3025851249694824,2.3025851249694824,5.736572265625,0
230,2005,1,45,1,0,21,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0910425186157227,3.0910425186157227,5.7745513916015625,0
230,2006,1,46,1,0,33,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.526360511779785,3.526360511779785,5.811141014099121,0
230,2007,1,47,1,0,45,Parliamentary Democracy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.828641414642334,3.828641414642334,5.846438884735107,0
230,2008,1,48,1,0,57,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3025851249694824,4.060442924499512,5.880533218383789,0
230,2009,1,49,1,0,69,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0910425186157227,4.248495101928711,5.913503170013428,0
230,2010,1,50,1,0,81,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.526360511779785,4.406719207763672,5.945420742034912,0
230,2011,1,56,1,0,1,Parliamentary Democracy,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0.6931471824645996,0.6931471824645996,5.976350784301758,0
230,2012,1,57,1,0,13,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6390573978424072,2.6390573978424072,6.006353378295898,0
230,2013,1,58,1,0,25,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25809645652771,3.25809645652771,6.0354814529418945,0
230,2014,1,59,1,0,37,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6375861167907715,3.6375861167907715,6.063785076141357,0
230,2015,1,60,1,0,49,Parliamentary Democracy,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9120230674743652,6.091310024261475,0
230,2016,1,61,1,0,61,Parliamentary Democracy,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1.945910096168518,4.127134323120117,6.118097305297852,0
230,2017,1,62,1,0,73,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.944438934326172,4.304065227508545,6.144185543060303,0
230,2018,1,46,1,0,7,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4339871406555176,4.454347133636475,6.169610500335693,0
230,2019,1,47,1,0,19,Parliamentary Democracy,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0.6931471824645996,4.584967613220215,0.6931471824645996,0
232,1982,1,46,1,0,12,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5649492740631104,2.5649492740631104,2.5649492740631104,0
232,1983,1,47,1,0,24,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2188758850097656,3.2188758850097656,3.2188758850097656,0
232,1984,1,59,1,0,8,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.610917806625366,3.610917806625366,3.610917806625366,0
232,1985,1,60,1,0,20,Parliamentary Democracy,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.891820192337036,3.891820192337036,0
232,1986,1,61,1,0,32,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5649492740631104,4.110873699188232,4.110873699188232,0
232,1987,1,62,1,0,44,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2188758850097656,4.290459632873535,4.290459632873535,0
232,1988,1,63,1,0,56,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.610917806625366,4.442651271820068,4.442651271820068,0
232,1989,1,64,1,0,68,Parliamentary Democracy,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.574710845947266,0
232,1990,1,54,1,0,12,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5649492740631104,2.5649492740631104,4.691348075866699,0
232,1991,1,55,1,0,24,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2188758850097656,3.2188758850097656,4.795790672302246,0
232,1992,1,56,1,0,36,Parliamentary Democracy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1972246170043945,3.610917806625366,4.8903489112854,0
232,1993,1,57,1,0,48,Parliamentary Democracy,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.891820192337036,2.3025851249694824,0
232,1994,0,48,1,0,1,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5649492740631104,4.110873699188232,3.0910425186157227,0
232,1995,0,49,1,0,13,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2188758850097656,4.290459632873535,3.526360511779785,0
232,1996,0,50,1,0,25,Parliamentary Democracy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.610917806625366,4.442651271820068,3.828641414642334,0
232,1997,1,51,1,0,37,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.397895336151123,4.574710845947266,4.060442924499512,0
232,1998,1,52,1,0,49,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1354942321777344,4.691348075866699,4.248495101928711,0
232,1999,1,53,1,0,61,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5553481578826904,4.795790672302246,4.406719207763672,0
232,2000,1,54,1,0,73,Parliamentary Democracy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8501474857330322,4.8903489112854,4.543294906616211,0
232,2001,1,55,1,0,85,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3025851249694824,4.976733684539795,4.6634392738342285,0
232,2002,1,56,1,0,97,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0910425186157227,5.056245803833008,4.770684719085693,0
232,2003,1,57,1,0,109,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.526360511779785,5.129898548126221,4.867534637451172,0
232,2004,1,58,1,0,121,Parliamentary Democracy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.828641414642334,5.1984968185424805,4.955827236175537,0
232,2005,0,62,1,0,8,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1972246170043945,5.26269006729126,5.036952495574951,0
232,2006,0,63,1,0,20,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.044522523880005,5.323009967803955,5.111987590789795,0
232,2007,0,64,1,0,32,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4965076446533203,5.379897117614746,5.181783676147461,0
232,2008,0,65,1,0,44,Parliamentary Democracy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8066625595092773,5.433722019195557,5.247024059295654,0
232,2009,1,55,1,0,7,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1972246170043945,2.1972246170043945,5.308267593383789,0
232,2010,1,56,1,0,19,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.044522523880005,3.044522523880005,5.365975856781006,0
232,2011,1,48,1,0,8,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1972246170043945,2.1972246170043945,5.420535087585449,0
232,2012,1,49,1,0,20,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.044522523880005,3.044522523880005,5.472270488739014,0
232,2013,1,50,1,0,32,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4965076446533203,3.4965076446533203,5.521461009979248,0
232,2014,1,51,1,0,44,Parliamentary Democracy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8066625595092773,3.8066625595092773,5.568344593048096,0
232,2015,1,52,1,0,56,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3025851249694824,4.043051242828369,5.613128185272217,0
232,2016,1,53,1,0,68,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0910425186157227,4.234106540679932,5.655992031097412,0
232,2017,1,54,1,0,80,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.526360511779785,4.394449234008789,5.697093486785889,0
232,2018,1,55,1,0,92,Parliamentary Democracy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.828641414642334,4.532599449157715,5.736572265625,0
232,2019,1,40,1,0,8,Parliamentary Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1972246170043945,4.653960227966309,5.7745513916015625,0
235,1950,0,61,1,0,222,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.690359592437744,5.690359592437744,5.690359592437744,0
235,1951,0,62,1,0,234,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.730099678039551,5.730099678039551,5.730099678039551,0
235,1952,0,63,1,0,246,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7683210372924805,5.7683210372924805,5.7683210372924805,0
235,1953,0,64,1,0,258,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8051347732543945,5.8051347732543945,5.8051347732543945,0
235,1954,0,65,1,0,270,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.840641498565674,5.840641498565674,5.840641498565674,0
235,1955,0,66,1,0,282,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8749308586120605,5.8749308586120605,5.8749308586120605,0
235,1956,0,67,1,0,294,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.908082962036133,5.908082962036133,5.908082962036133,0
235,1957,0,68,1,0,306,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.940171241760254,5.940171241760254,5.940171241760254,0
235,1958,0,69,1,0,318,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.971261978149414,5.971261978149414,5.971261978149414,0
235,1959,0,70,1,0,330,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.001414775848389,6.001414775848389,6.001414775848389,0
235,1960,0,71,1,0,342,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0306854248046875,6.0306854248046875,6.0306854248046875,0
235,1961,0,72,1,0,354,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0591230392456055,6.0591230392456055,6.0591230392456055,0
235,1962,0,73,1,0,366,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.086774826049805,6.086774826049805,6.086774826049805,0
235,1963,0,74,1,0,378,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.113682270050049,6.113682270050049,6.113682270050049,0
235,1964,0,75,1,0,390,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1398844718933105,6.1398844718933105,6.1398844718933105,0
235,1965,0,76,1,0,402,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.165417671203613,6.165417671203613,6.165417671203613,0
235,1966,0,77,1,0,414,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.190315246582031,6.190315246582031,6.190315246582031,0
235,1967,0,78,1,0,426,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.214608192443848,6.214608192443848,6.214608192443848,0
235,1968,0,62,1,0,4,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2383246421813965,6.2383246421813965,6.2383246421813965,0
235,1969,0,63,1,0,16,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.261491775512695,6.261491775512695,6.261491775512695,0
235,1970,0,64,1,0,28,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.284134387969971,6.284134387969971,6.284134387969971,0
235,1971,0,65,1,0,40,Personal Dictatorship,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.306275367736816,6.306275367736816,6.306275367736816,0
235,1972,1,66,1,0,52,Personal Dictatorship,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1.945910096168518,6.32793664932251,6.32793664932251,0
235,1973,1,67,1,0,64,Personal Dictatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.944438934326172,6.3491387367248535,6.3491387367248535,0
235,1974,0,60,1,1,4,Provisional - Civilian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4339871406555176,2.1972246170043945,2.1972246170043945,0
235,1975,0,61,1,1,16,Provisional - Civilian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.761200189590454,3.044522523880005,3.044522523880005,0
235,1976,1,62,1,1,6,Presidential Democracy,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1.945910096168518,1.945910096168518,1.945910096168518,0
235,1977,1,63,1,1,18,Presidential Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.944438934326172,2.944438934326172,2.944438934326172,0
235,1978,1,64,1,1,30,Presidential Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4339871406555176,3.4339871406555176,3.4339871406555176,0
235,1979,1,65,1,1,42,Presidential Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.761200189590454,3.761200189590454,3.761200189590454,0
235,1980,1,66,1,1,54,Presidential Democracy,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.007333278656006,4.007333278656006,0
235,1981,1,67,1,1,66,Presidential Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5649492740631104,4.204692840576172,4.204692840576172,0
235,1982,1,68,1,1,78,Presidential Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2188758850097656,4.369447708129883,4.369447708129883,0
235,1983,1,69,1,1,90,Presidential Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.610917806625366,4.510859489440918,4.510859489440918,0
235,1984,1,70,1,1,102,Presidential Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.891820192337036,4.634728908538818,4.634728908538818,0
235,1985,1,71,1,1,114,Presidential Democracy,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.110873699188232,4.744932174682617,4.744932174682617,0
235,1986,1,62,1,0,10,Presidential Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.397895336151123,2.397895336151123,4.844187259674072,0
235,1987,1,63,1,0,22,Presidential Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1354942321777344,3.1354942321777344,4.934473991394043,0
235,1988,1,64,1,0,34,Presidential Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5553481578826904,3.5553481578826904,5.017279624938965,0
235,1989,1,65,1,0,46,Presidential Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8501474857330322,3.8501474857330322,5.09375,0
235,1990,1,66,1,0,58,Presidential Democracy,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.077537536621094,4.077537536621094,5.164785861968994,0
235,1991,1,67,1,0,70,Presidential Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4849066734313965,4.2626800537109375,5.231108665466309,0
235,1992,1,68,1,0,82,Presidential Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.178053855895996,4.418840408325195,5.293304920196533,0
235,1993,1,69,1,0,94,Presidential Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5835189819335938,4.553876876831055,5.351858139038086,0
235,1994,1,70,1,0,106,Presidential Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8712010383605957,4.672828674316406,5.407171726226807,0
235,1995,1,71,1,0,118,Presidential Democracy,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.094344615936279,4.779123306274414,5.459585666656494,0
235,1996,1,57,1,0,10,Presidential Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4849066734313965,4.875197410583496,5.509388446807861,0
235,1997,1,58,1,0,22,Presidential Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.178053855895996,4.9628448486328125,5.556828022003174,0
235,1998,1,59,1,0,34,Presidential Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5835189819335938,5.0434250831604,5.602118968963623,0
235,1999,1,60,1,0,46,Presidential Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8712010383605957,5.1179938316345215,5.64544677734375,0
235,2000,1,61,1,0,58,Presidential Democracy,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.094344615936279,5.1873860359191895,5.686975479125977,0
235,2001,1,62,1,0,70,Presidential Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4849066734313965,5.2522735595703125,5.7268476486206055,0
235,2002,1,63,1,0,82,Presidential Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.178053855895996,5.313206195831299,5.765191078186035,0
235,2003,1,64,1,0,94,Presidential Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5835189819335938,5.370637893676758,5.802118301391602,0
235,2004,1,65,1,0,106,Presidential Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8712010383605957,5.424950122833252,5.837730407714844,0
235,2005,1,66,1,0,118,Presidential Democracy,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.094344615936279,5.476463317871094,5.87211799621582,0
235,2006,1,67,1,0,10,Presidential Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4849066734313965,2.4849066734313965,5.905361652374268,0
235,2007,1,68,1,0,22,Presidential Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.178053855895996,3.178053855895996,5.937536239624023,0
235,2008,1,69,1,0,34,Presidential Democracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5835189819335938,3.5835189819335938,5.96870756149292,0
